date,headline,source,sentiment
2022-04-19 07:00:00+00:00,How to Avail Benefits of the India-UAE CEPA?,Gem & Jewellery Export Promotion Council (GJEPC),0.14610374998301268
2022-01-06 08:00:00+00:00,India's jobs crisis is more serious than it seems,BBC,-0.8892518524080515
2022-05-05 07:00:00+00:00,"ICICI, Bank of Baroda revise lending rates after RBI's repo rate hike",The Times of India,-0.17489786446094513
2022-06-08 07:00:00+00:00,Explained: The RBI rate hike and its impact,The Indian Express,-0.018303697928786278
2022-05-05 07:00:00+00:00,EMIs to rise as RBI hikes key rate by 40 bps after 4 years,The Times of India,0.9159963615238667
2022-05-21 07:00:00+00:00,"Indian government trims tax on fuel, essential commodities to fight inflation",Reuters,0.00943666696548462
2022-06-27 07:00:00+00:00,LIC Housing Finance Increases its Prime Lending Rate by 60 bps,ClearTax Chronicles,0.9162250570952892
2022-04-21 07:00:00+00:00,HDFC Bank FD interest rates: Check latest fixed deposit rates,India Today,-0.017543217167258263
2022-05-16 07:00:00+00:00,ExplainSpeaking: Why Govt of India is wrong to claim inflation hit the rich more than the poor,The Indian Express,-0.34800349920988083
2022-04-08 07:00:00+00:00,RBI Monetary Policy: Repo rate unchanged at 4% for the 11th consecutive time,The Indian Express,-0.21411898732185364
2022-03-29 07:00:00+00:00,RBI finds 600 illegal lending apps operating in India,India Today,-0.90258629899472
2022-05-11 07:00:00+00:00,Explained: What led to record fall in rupee and how it may affect economy,The Times of India,-0.8267905749380589
2022-06-10 07:00:00+00:00,How high inflation brings bagful of miseries?,India Today,-0.30713706836104393
2022-01-11 08:00:00+00:00,"India GDP 2022: Economy To Grow 9.5 Per Cent In 2021-22, Says Former CEA",India.Com,0.8818406974896789
2022-04-20 07:00:00+00:00,In India rising fuel prices start to bite,Al Jazeera,-0.4491503983736038
2022-02-10 08:00:00+00:00,"RBI doesn’t hike policy rates, roots for durable broad-based economic recovery",The Indian Express,0.08091551810503006
2022-02-01 08:00:00+00:00,Reverse Repo Normalisation,Drishti IAS,0.003621205687522888
2022-06-23 07:00:00+00:00,Bank of India Revises Interest Rates on Fixed Deposits For Various Tenures: Check New Rates Here,India.Com,-0.005346328020095825
2022-02-03 08:00:00+00:00,"Long after COVID lockdowns, India’s youth struggle to find work",Al Jazeera,-0.576590022072196
2022-02-25 08:00:00+00:00,Does Spike in Brent Crude Oil Prices Impact Indians?,ClearTax Chronicles,-0.7689461037516594
2022-06-10 07:00:00+00:00,"Central Bank of India, ICICI, Yes, IDFC First Bank and PNB latest FD rates",Zee News,0.05352071300148964
2022-05-05 07:00:00+00:00,"ICICI, BoB, BoI, Central Bank revise lending rates after RBI's repo rate increase",The Hindu,0.014617078006267548
2022-03-31 07:00:00+00:00,"PPF, NSC, small savings schemes interest rates announced | Check full list",India Today,-0.015150398015975952
2022-05-13 07:00:00+00:00,"Explained: India's Retail Inflation, Its Upswing & What the RBI Has Said",The Quint,-0.03173685446381569
2022-06-10 07:00:00+00:00,Central Bank of India revises fixed deposit (FD) interest rates: Check new rates,Mint,0.013125456869602203
2022-06-15 07:00:00+00:00,SBI hikes home loan interest rate; EMIs set to go up,India TV News,0.7299833968281746
2022-01-31 08:00:00+00:00,India Post Payments Bank cuts interest rates on savings accounts,CNBC TV18,-0.8793527949601412
2022-06-01 07:00:00+00:00,India Post Payments Bank reduces savings account interest rates by 25 bps w.e.f June 1,The Economic Times,-0.15153183788061142
2022-04-18 07:00:00+00:00,CPI may not accurately reflect your inflation burden; find out your personal inflation,The Economic Times,-0.011724531650543213
2022-02-24 08:00:00+00:00,These 10 charts explain how Russia-Ukraine conflict will impact India,Forbes India,-0.02320009097456932
2022-05-25 07:00:00+00:00,These banks are offering the best home loan interest rates,CNBC TV18,0.5150651521980762
2022-06-23 07:00:00+00:00,Bank of India revises FD rates for select tenors: Check latest rates,The Economic Times,-0.015138141810894012
2022-06-15 07:00:00+00:00,"India looks to rains, not just rates, to cool hot inflation",Reuters,0.26320828683674335
2022-03-14 07:00:00+00:00,CPI inflation rises to 8-month high of 6.07% in February 2022,The Economic Times,0.890284825116396
2022-05-25 07:00:00+00:00,Brace for 10% hike in home loan EMIs if repo rate rises back to pre-covid levels,The Economic Times,0.8709273710846901
2022-06-01 07:00:00+00:00,India’s GDP growth: The devil is in the details | Stock Market News,Mint,0.00771738588809967
2022-05-05 07:00:00+00:00,Gold price: Will rate go up in India after US central bank's move?,India Today,0.46008821576833725
2022-09-19 07:00:00+00:00,India’s central bank could unveil 0.5% hike: Morgan Stanley,Al Jazeera,0.1232279110699892
2022-12-07 08:00:00+00:00,"India central bank says inflation battle not over, raises rates again",Reuters,0.22347812354564667
2022-10-11 07:00:00+00:00,India Interest Rate Forecast For Next 5 Years,Capital.com,0.005716290324926376
2022-08-25 07:00:00+00:00,Indian economy by 2050: In pursuit to achieve the $30 trillion mark,EY,0.7018809048458934
2022-07-28 07:00:00+00:00,Explained: How the US Fed rate hike will impact the Indian economy,The Times of India,-0.07623755745589733
2022-08-13 07:00:00+00:00,11% growth over next decade could make India world’s second largest economy by 2031: RBI Deputy Governor,The Hindu,0.22189213521778584
2022-12-05 08:00:00+00:00,ExplainSpeaking | What the RBI will do this week and why,The Indian Express,-0.024150557816028595
2022-09-20 07:00:00+00:00,India’s economy has outpaced Pakistan’s handily since Partition in 1947 – politics explains why,The Conversation,0.4220407158136368
2022-09-22 07:00:00+00:00,"How global interest rate hike may put price pressure on Indian govt, people",India Today,-0.7014108207076788
2022-12-20 08:00:00+00:00,Demand will sustain India’s real estate in spite of interest rate hike,Construction Week India,0.9300243128091097
2022-07-25 07:00:00+00:00,India’s economy after Covid,Lowy Institute,0.28836082480847836
2022-12-27 08:00:00+00:00,India to become US$10 billion economy by 2035: CEBR,Economic Diplomacy Division,0.3401408055797219
2022-08-10 07:00:00+00:00,Investment Update: Gold amid higher inflation and rising bond yields in India,World Gold Council,0.2757565379142761
2022-11-11 08:00:00+00:00,"Interest rates in India will peak by March, three months ahead of earlier estimate, says Macquarie",CNBC TV18,0.8578898552805185
2022-09-30 07:00:00+00:00,India’s central bank hikes interest rates to tame inflation,Al Jazeera,-0.06964981555938721
2022-09-27 07:00:00+00:00,Hawkish Fed may prompt India's RBI to deliver a 50-basis-point hike,Reuters,-0.12485772371292114
2022-09-30 07:00:00+00:00,RBI hikes repo rate by 50 basis points,The Hindu,0.23043745756149292
2022-09-29 07:00:00+00:00,India central bank raises key policy rate by 50 basis points,Reuters,0.479495607316494
2022-08-31 07:00:00+00:00,2 - India's economy grows 13.5% y/y in April-June qtr,Reuters,0.9190711621195078
2022-11-15 08:00:00+00:00,"India's Oct retail inflation eases, spurs smaller rate hike views",Reuters,0.8815861120820045
2022-09-01 07:00:00+00:00,India’s economy grows by 13.5 percent but misses target,Al Jazeera,0.8726339861750603
2022-10-06 07:00:00+00:00,World Bank pares India FY23 growth projection to 6.5%,The Hindu,0.8775798920542002
2022-10-13 07:00:00+00:00,"Amid geopolitical disruptions and economic slowdowns, India leads global growth",orfonline.org,0.23783590644598007
2022-07-12 07:00:00+00:00,India sees fastest interest rate hikes among its Asian peers | Stock Market News,Mint,0.7384454384446144
2022-12-06 08:00:00+00:00,"India's c.bank set to raise rates; outlook on growth, inflation in focus",Reuters,0.6882337406277657
2022-10-11 07:00:00+00:00,"India's geospatial economy is expected to cross Rs 63,000 crore by 2025 at a growth rate of 12.8% and to provide employment to more than 10 lakh people",PIB,0.9004762815311551
2022-09-23 07:00:00+00:00,Trends in Economic Inequality in India,The India Forum,-0.7164683863520622
2022-10-31 07:00:00+00:00,RBI's emergency meeting: Central bank in tight spot over steep interest rates and rising inflation,India Today,-0.9385853605344892
2022-09-21 07:00:00+00:00,Explainer: What if US economy goes into recession? How it may impact India,The Times of India,-0.6306601390242577
2022-12-20 08:00:00+00:00,22 for 2022: Ukraine war and the India impact,Forbes India,-0.011376786977052689
2022-11-02 07:00:00+00:00,Bank of India revises FD interest rate: Know the latest rates here,The Economic Times,-0.011989105492830276
2022-10-19 07:00:00+00:00,"India's economic growth outlook stagnates, stuck in lower gear - Reuters poll",Reuters,-0.9225099999457598
2022-09-15 07:00:00+00:00,Central Bank of India hikes interest rates on fixed deposits (FDs): Details here,Mint,-0.000529993325471878
2022-09-23 07:00:00+00:00,India achieves significant landmarks in reduction of Child Mortality,PIB,0.9191476684063673
2022-12-24 08:00:00+00:00,"India growth may moderate to 6.1% in FY24, IMF says",Mint,0.6616228967905045
2022-10-29 07:00:00+00:00,Fight against inflation and interest rates: India v/s US,The Financial Express,0.07255196943879128
2022-08-30 07:00:00+00:00,India’s economy faces resilience test amid rising interest rates,The Economic Times,0.7147052958607674
2022-09-07 10:27:00+00:00,Decoding India’s credit card market,PwC India,0.08242844603955746
2022-09-30 07:00:00+00:00,Reserve Bank of India raises repo rate by 50 bps; continues with withdrawal of ‘accommodative’ stance,The Economic Times,0.5153805240988731
2022-08-08 07:00:00+00:00,ExplainSpeaking: What RBI’s surveys tell about India’s economy,The Indian Express,0.02259981259703636
2022-11-11 08:00:00+00:00,"Central Bank of India hikes FD interest rates, revises savings account interest rate",The Economic Times,-0.2352917268872261
2022-09-14 07:00:00+00:00,"Soft landing for India means fast, if not fastest, growth",ET CIO,0.45569019205868244
2022-09-17 07:00:00+00:00,Union Bank of India revises FD interest rates: Check latest rates,The Economic Times,-0.09085662849247456
2022-09-02 07:00:00+00:00,India surpasses UK to become world’s fifth biggest economy,The Economic Times,0.8680237308144569
2022-08-10 07:00:00+00:00,Monetary Policy Review: RBI,Drishti IAS,-0.024841399863362312
2022-11-10 08:00:00+00:00,"This govt bank hikes FD rates by up to 75 bps, launches special FD schemes",Mint,0.26243262737989426
2022-12-21 08:00:00+00:00,India's Digital Economy Grew 2.4 Times Faster Than Indian Economy Between 2014 And 2019: RBI Article,Swarajyamag,0.3357755206525326
2022-12-15 08:00:00+00:00,Bank deposits will earn more interest: Why is competition for retail money intensifying?,The Indian Express,-0.32142263650894165
2022-12-13 08:00:00+00:00,India's CPI Inflation Lowers: Will it Impact the Pace of RBI Rate Hikes?,INDmoney,-0.17641142010688782
2022-10-17 07:00:00+00:00,Union Bank of India hikes FD interest rates: Check latest rates,The Economic Times,-0.12663841992616653
2022-08-11 07:00:00+00:00,Strict Norms For Digital Lending Space Issued By RBI,Entrepreneur India,0.018637506291270256
2022-07-12 07:00:00+00:00,"With rising interest rates, inflation, RBI’s lens, India’s BNPL players may face speed breakers ahead",Moneycontrol,-0.8449067957699299
2022-07-28 07:00:00+00:00,"Explained: Fed Reserve rate hike, US recession and impact on India",The Indian Express,-0.17139842361211777
2022-10-01 07:00:00+00:00,"Bank of Baroda, Bank of India hike home loan interest rates: Check details here",The Economic Times,0.009179741144180298
2022-07-25 07:00:00+00:00,Explained: What a falling rupee means for India's economy and your finances,The Times of India,-0.6859422139823437
2022-08-27 07:00:00+00:00,HSBC Bank revises interest rates on fixed deposits: Details inside,Mint,-0.03254532068967819
2022-10-04 07:00:00+00:00,Indian Bank hikes FD interest rates by 5-50 bps from 4th Oct. Check new rates here,Mint,0.007617473602294922
2022-09-30 07:00:00+00:00,Fourth Time's the Charm? RBI Hikes Repo Rate To Take On Inflation: What To Know,The Quint,-0.007348477840423584
2022-12-16 08:00:00+00:00,India’s gold market in November: retail demand soft and imports declined | Post by Mukesh Kumar | Gold Focus blog,World Gold Council,-0.8447692058980465
2022-07-12 07:00:00+00:00,Gold shines amid rout in equities,Morningstar,0.7549841105937958
2022-12-26 08:00:00+00:00,India to become $10-trillion economy by 2035: CEBR,The Economic Times,0.2628529304638505
2022-11-23 08:00:00+00:00,In charts: India second-fastest growing economy this year but its GDP will slow in FY23 : OECD,The Times of India,-0.92648059502244
2022-11-24 08:00:00+00:00,Fixed deposit interest rates back to 2019-20 level? Check if its right time to park your money,CNBC TV18,0.03109038434922695
2022-09-01 07:00:00+00:00,India's GDP to slow from 8.3% in 2021 to 7.7% in 2022: Moody's,The Economic Times,-0.9339379547163844
2022-11-11 08:00:00+00:00,"Bank of Baroda, Union Bank of India hike loan interest rates: Check new rates",The Economic Times,0.02519286423921585
2022-09-30 07:00:00+00:00,RBI Announces 50 bps Hike In Repo Rate,Entrepreneur India,0.7309525907039642
2022-09-03 07:00:00+00:00,"India set to become 3rd largest economy in the world, report says",The Economic Times,0.8000533618032932
2022-09-18 07:00:00+00:00,"RBI policy: MPC may raise repo rate 35-50 bps, shows Business Standard poll",Business Standard,0.1969977654516697
2022-08-08 07:00:00+00:00,Bank of India hikes home loan interest rates,The Economic Times,-0.6628085449337959
2022-09-30 07:00:00+00:00,"Middle Class To Be Hit Most As Home, Car Loans Get Costlier Ahead of Diwali. Why You Should Expect To Pay Mor",India.Com,-0.34905310720205307
2022-08-16 07:00:00+00:00,"SBI, Central Bank, Karur Vyasa Bank, IndusInd Bank Hike FD Interest Rates: Check New Rates Here",India.Com,0.00987260788679123
2022-12-24 08:00:00+00:00,"Comparison Of Latest Interest Rates Offered On Fixed Deposits By ICICI Bank, HDFC Bank, And PNB",India.Com,0.0386709813028574
2022-08-08 07:00:00+00:00,Economists expect India’s Q1 GDP growth at 12.5-15%,Mint,0.7464441154152155
2022-11-10 08:00:00+00:00,India inflation likely cooled below 7% in October thanks to base effect: poll,Mint,-0.4475802406668663
2022-11-16 08:00:00+00:00,Attention Homebuyers: Check List of Banks That Offer Low Interest Rates on Home Loans,India.Com,-0.007975813001394272
2022-10-08 07:00:00+00:00,Central Bank of India hikes interest rates on fixed deposits (FDs): Details here,Mint,-0.000529993325471878
2022-07-26 07:00:00+00:00,MC Explains | Has the relationship between inflation differentials and exchange rate movement broken down?,Moneycontrol,-0.017934806644916534
2022-10-01 07:00:00+00:00,Bank of India (BOI) hikes interest rates on fixed deposits: Details here,Mint,0.0020376332104206085
2022-10-03 07:00:00+00:00,"India’s economy to grow 5.7% in 2022, 4.7% in 2023: UNCTAD",The Economic Times,0.23823016323149204
2022-11-02 07:00:00+00:00,Bank of India alters interest rates on FDs: Now offers up to 7.75% on this tenor,Mint,0.07725172862410545
2022-11-01 07:00:00+00:00,"ICICI Bank, PNB, Bank of India Raise MCLR Home Loan Interest Rate",Equitypandit,0.006055993959307671
2022-09-23 07:00:00+00:00,India achieves significant landmarks in reduction of Child Mortality,PIB,0.9191476684063673
2022-08-06 07:00:00+00:00,RBI Rise Rates After Loan EMI Set,Equitypandit,-0.06435805559158325
2022-09-20 07:00:00+00:00,Interest Rate Hikes: Will FD Rates Surpass the 7% Mark?,Zee News,0.6509882770478725
2022-07-05 07:00:00+00:00,58% of India's citizens who used an instant loan app in the last 2 years were charged 25% interest: Surve,The Times of India,0.01445036567747593
2022-12-29 08:00:00+00:00,"ICICI Bank Hikes Fixed Deposit Interest Rates, Senior Citizens Can Avail Up To 7.50%. Check Details",India.Com,0.02101018838584423
2022-12-13 08:00:00+00:00,Evolution of Micro Finance in India,IBEF,0.05982692167162895
2022-07-28 07:00:00+00:00,Social media ‘gurus’ prey on India’s small retail investors,Al Jazeera,-0.45343415439128876
2022-08-31 07:00:00+00:00,India's economy probably grew at its fastest pace in a year in June quarter,The Economic Times,0.8911563064903021
2022-09-07 07:00:00+00:00,Union Bank hikes home loan interest rate to 7.70%,Housing,-0.23482254147529602
2022-10-25 07:00:00+00:00,Banks Offering the Best Interest Rates for 1-Year FD,The Hans India,0.31006355956196785
2022-10-12 07:00:00+00:00,Union Bank of India increases loan interest rates,The Economic Times,0.12137636542320251
2022-10-19 07:00:00+00:00,Bank of India (BOI) cuts home loan interest rates to 8.30%,Mint,-0.7824776321649551
2022-12-08 08:00:00+00:00,RBI repo hike — Home loan EMIs set to rise as these banks increase interest rates,CNBC TV18,0.858377393335104
2022-11-27 16:14:00+00:00,Rbi's function in administering India's banking industry's monetary policy,Legal Service India,0.020774977281689644
2022-12-30 08:00:00+00:00,"Government hikes interest rates on NSC, post office term deposits, senior citizen savings scheme from Jan",The Times of India,0.1294146031141281
2022-12-07 08:00:00+00:00,2 banks promising over 9% interest rates to senior citizens on fixed deposits,Mint,0.2677865931764245
2022-10-01 07:00:00+00:00,"Bank of India, RBL Bank revise FD interest rates: Check latest rates",The Economic Times,-0.045203106477856636
2022-07-05 07:00:00+00:00,The link between rising interest rates and optimism about economy,Mint,0.5872213840484619
2022-12-12 08:00:00+00:00,"IOB hikes interest rates on fixed deposits by up to 20 bps, check new rates here",Mint,0.21596477925777435
2023-03-10 08:00:00+00:00,India: Another solid year ahead for the economy,ING THINK economic and financial analysis | ING THINK,0.9219722114503384
2023-03-28 07:00:00+00:00,RBI to raise rates once more on April 6 but leave door open for more - Reuters poll,Reuters,0.07678261771798134
2023-03-03 08:00:00+00:00,India Derailed: A Falling Investment Rate and Deindustrialisation,The India Forum,-0.9586769109591842
2023-04-04 07:00:00+00:00,Indian Economy Continues to Show Resilience Amid Global Uncertainties,World Bank,0.9284867867827415
2023-02-06 08:00:00+00:00,Indian Central Bank Seen Delivering Final Rate Increase of Cycle,Bloomberg.com,0.7087454497814178
2023-05-05 07:00:00+00:00,India’s economy continues to expand as inflation moderates,S&P Global,0.9308313019573689
2023-05-31 07:00:00+00:00,India’s economy picks up speed amid global slowdown,Al Jazeera,0.8893252275884151
2023-03-13 07:00:00+00:00,ExplainSpeaking: Why February’s retail inflation matters for India’s growth prospects,The Indian Express,0.011311192065477371
2023-02-08 08:00:00+00:00,RBI hikes interest rates in India to the highest in four years,CNBC TV18,0.7235332131385803
2023-05-16 07:00:00+00:00,Navigating the latest RBI guidelines on Interest Rate Risk in the Banking Book,EY,0.08081213477998972
2023-02-08 08:00:00+00:00,"India cenbank hikes rates 25 bps as expected, hints more could come",Reuters,-0.009492337703704834
2023-04-06 07:00:00+00:00,"India Central Bank Surprises By Rate Hold, Sticks to Stance",Bloomberg.com,-0.18226951360702515
2023-04-11 07:00:00+00:00,ExplainSpeaking: Is inflation-targeting the right policy mandate for India?,The Indian Express,0.083293991163373
2023-02-22 08:00:00+00:00,Real interest rate of about 1% appropriate for Indian economy - rate panel's Goyal,Reuters,0.06267048604786396
2023-05-31 07:00:00+00:00,Services Sector Shields Indian Economy From Still-High Rates,Bloomberg.com,0.8665882647037506
2023-04-06 07:00:00+00:00,"India pauses rate hikes in surprise decision, but door open for more",Reuters,0.1593942642211914
2023-02-27 08:00:00+00:00,India Rate-Setter Says Core Inflation Must Ease Towards 4%,Bloomberg.com,0.7477042227983475
2023-03-06 08:00:00+00:00,India housing market to remain resilient despite higher interest rates: Reuters poll,Reuters,0.7552316300570965
2023-05-30 07:00:00+00:00,"India's RBI to hold rates through year-end, cut in early 2024, Reuters poll shows",Reuters,-0.07855751365423203
2023-02-13 08:00:00+00:00,India's retail inflation breaches RBI's tolerance level first time since October,Reuters,-0.923375241458416
2023-03-03 08:00:00+00:00,India's economy stutters & other top economy news for March 2023,The World Economic Forum,-0.09315621480345726
2023-04-12 07:00:00+00:00,"POLL RBI to extend rate pause through year-end, likely done hiking",Reuters,-0.14637143909931183
2023-02-08 08:00:00+00:00,India's economy - and emissions - primed for big jumps in 2023,Reuters,0.7989934552460909
2023-03-05 08:00:00+00:00,"India is ‘dangerously close’ to Hindu rate of growth, says Raghuram Rajan",The Hindu,-0.862180408090353
2023-01-06 08:00:00+00:00,"India’s economic growth to slow to 7%, government forecasts",Al Jazeera,-0.950196361169219
2023-03-10 08:00:00+00:00,India's industrial output grows 5.2% year/year in January,Reuters,0.9168424773961306
2023-05-11 07:00:00+00:00,MC Explains: How RBI's definition of real interest rate has evolved over the years,Moneycontrol,0.0521415825933218
2023-02-08 08:00:00+00:00,"RBI increases repo rate, keeps door open for possible hike in April",Forbes India,0.8168387189507484
2023-06-01 07:00:00+00:00,India's GDP Grows At 7.2 Per Cent In FY23 After Q4 Growth Accelerates To 6.1 Per Cent,Swarajyamag,0.912268890067935
2023-03-07 08:00:00+00:00,Explainer: What is 'Hindu rate of growth' and why Raghuram Rajan's remarks may be 'premature',The Times of India,-0.1718899942934513
2023-01-10 08:00:00+00:00,Bank of India hikes interest rates on these special fixed deposits (FDs). Latest FD rates,Mint,-0.2494361475110054
2023-06-08 07:00:00+00:00,Reserve Bank of India keeps Repo Rate unchanged at 6.5% - Business & Economy News,WION,-0.02965540811419487
2023-05-26 07:00:00+00:00,"Bank of India FD interest rates 2023: BoI raises rates up to 7.65 % - Check new rate for fixed deposits, NRE accounts, maturity period, tenure",Zee Business,0.8162778709083796
2023-01-12 08:00:00+00:00,India retail inflation within RBI target zone for 2nd month,Reuters,0.5660354122519493
2023-02-09 08:00:00+00:00,Reading RBI’s policy review,The Indian Express,0.00586991012096405
2023-02-06 08:00:00+00:00,Jana Small Finance Bank raises fixed deposit interest rates,Elets BFSI,0.08485144376754761
2023-02-08 08:00:00+00:00,"RBI hikes repo rate by 25 bps in Monetary Policy 2023: What is repo rate, reverse repo rate & monetary policy? - India News News",WION,0.012959945946931839
2023-03-09 08:00:00+00:00,RBI’s regulation of interest rates and penal charges: Next financial regulatory hot topic in India? [Part II],Bar and Bench,0.00623609684407711
2023-06-07 07:00:00+00:00,Does the RBI have any real say in controlling inflation in India?,The Indian Express,0.013469014316797256
2023-04-28 07:00:00+00:00,Latest RBI guidelines to help mobilise domestic capital towards green activities,Mongabay-India,0.43086427357047796
2023-03-01 08:00:00+00:00,"If small finance banks offer higher FD rates than big banks, where should you lock your money?",The Times of India,0.007003340870141983
2023-06-08 07:00:00+00:00,"India's central bank may not cut rate before February unless inflation skids, global crisis hits, Axis Bank treasurer says",Reuters,-0.6862458437681198
2023-01-13 08:00:00+00:00,Latest Bank Fixed Deposit (FD) Interest Rates in India for 2023,The Economic Times,0.018801968544721603
2023-04-26 07:00:00+00:00,Decreasing inflation rate in India promises a positive financial future,ChiniMandi,0.9237398616969585
2023-05-05 07:00:00+00:00,DBS Bank India increased interest rate on Savings Accounts to 7% p.a. and Fixed Deposit rates for senior citizens to 8% p.a.,Elets BFSI,0.7244894709438086
2023-01-31 08:00:00+00:00,GOVERNMENT ON TRACK TO ACHIEVE FISCAL DEFICIT TARGET OF 6.4%,PIB,0.8860739674419165
2023-04-07 14:07:00+00:00,SUMMARY OF THE ECONOMIC SURVEY 2022-23,PIB,-0.059208035469055176
2023-03-03 08:00:00+00:00,India commercial paper rates may rise further as liquidity dries up: Analysts,The Economic Times,0.23789387941360474
2023-05-23 07:00:00+00:00,India's pre-pandemic long-term inflation rate seen at 4.3%: RBI staff analysis,Moneycontrol,-0.15253204107284546
2023-03-06 08:00:00+00:00,What is the 'Hindu rate of growth' that Raghuram Rajan is warning about,India Today,-0.13717291876673698
2023-04-21 07:00:00+00:00,India central bank cautions banks on unsecured lending as risks loom,Reuters,-0.42968636751174927
2023-06-26 07:00:00+00:00,India to be fastest-growing economy for next three years: S&P Global Ratings,The Economic Times,0.523650212213397
2023-04-06 07:00:00+00:00,India Inc Cheers Reserve Bank Of India Stance To Hold Interest Rate,outlookbusiness.com,-0.09349633008241653
2023-02-17 08:00:00+00:00,"Fuel, power costs in India rose five times faster than overall consumer prices from January 2021-August 2022: RBI",Down To Earth,0.8420643359422684
2023-02-15 08:00:00+00:00,SBI FD interest rates 2023: India's largest bank hikes fixed deposit interest rate,Zee Business,-0.5469808951020241
2023-02-08 08:00:00+00:00,RBI raises repo rate by 25 basis points to 6.5% from 6.25%,Business Today,0.8776184506714344
2023-03-07 08:00:00+00:00,Sure-footed India's economic potential outpaces 'ill-conceived' notion of Hindu rate of growth,The Economic Times,0.5077544301748276
2023-02-28 08:00:00+00:00,RBI likely to raise repo rate by another 25bps to tame inflation,The Times of India,0.8003621362149715
2023-02-24 08:00:00+00:00,One year of Russia-Ukraine war: How the conflict impacted Indian economy,The Times of India,-0.09511109068989754
2023-03-06 08:00:00+00:00,RBI’s home price index increases across India despite rate hikes,The Indian Express,0.8887695819139481
2023-03-31 07:00:00+00:00,Dollar/rupee premiums to rise as US-India interest rate gap seen widening - analysts,Reuters,0.9182187877595425
2023-02-07 08:00:00+00:00,Top 15 banks giving highest interest rate on FDs to senior citizens; check them out,Business Today,0.032027946785092354
2023-02-24 08:00:00+00:00,India's economic growth likely slowed further to 4.6% in October-December,The Economic Times,-0.9579781042411923
2023-03-05 08:00:00+00:00,How India can truly reap benefits of its demographic dividend in the next 25 years,The Economic Times,0.623579447157681
2023-03-08 08:00:00+00:00,Raghuram Rajan Did Not Say India’s Economy Is Becoming Like Sri Lanka’s,FACTLY,0.059778355062007904
2023-03-12 08:00:00+00:00,India Inflation Seen Staying Above RBI’s Target in February,Bloomberg.com,0.3901941627264023
2023-02-08 08:00:00+00:00,"RBI Monetary Policy: Repo rate hiked by 25 bps to 6.5%, no change in stance",India Today,0.9187205992639065
2023-02-05 08:00:00+00:00,DBS Bank India hikes FD rates offers up to 7.25% on 376 to 600 days tenor,Mint,0.618960827589035
2023-01-09 08:00:00+00:00,How Inflation in India Threatens Poverty Gains,The Borgen Project,-0.5077084898948669
2023-02-23 08:00:00+00:00,"High interest rates a challenge for the global economy, says World Bank chief David Malpass",The Economic Times,-0.6444638669490814
2023-03-03 08:00:00+00:00,"Scorching summer may derail rural recovery, lead to a spike in inflation and interest rates",Forbes India,-0.9562529129907489
2023-06-22 07:00:00+00:00,Bank FD rates in India 2023: List of banks with revised interest rates,Times Now,-0.07766599394381046
2023-06-08 07:00:00+00:00,"Worst over for home loan borrowers, but when will interest rates start going down",CNBC TV18,-0.41489464044570923
2023-06-28 07:00:00+00:00,"India's average growth rate likely to be 6.7% till FY27, consumer activity to be lead driver: S&P",The Economic Times,0.09060040209442377
2023-02-08 08:00:00+00:00,"Demystifying Monetary Policy, Repo Rate and Reverse Repo Rate",ClearTax Chronicles,-0.04032929055392742
2023-01-12 08:00:00+00:00,"India's Retail Inflation Rate Lowest In A Year, Falls To 5.72 Per Cent In December",India.Com,-0.961772033944726
2023-01-14 08:00:00+00:00,Post Office Schemes latest Interest Rates in India for 2023,The Economic Times,-0.021715816110372543
2023-01-02 08:00:00+00:00,Unemployment in India rose to 8.3% in December; crossed 10% in urban areas: CMIE,Down To Earth,0.21716508269309998
2023-05-20 07:00:00+00:00,How will withdrawal of ₹2000 banknotes impact interest rates of bank deposits ahead?,Mint,-0.3165471274405718
2023-05-12 07:00:00+00:00,RBI imposes Rs 2.92 cr penalty on Canara Bank,The Times of India,-0.8643734771758318
2023-02-11 08:00:00+00:00,"Home, car loan EMIs: Bank of Baroda, Union Bank of India hike loan interest rates",The Economic Times,-0.021108731627464294
2023-04-12 07:00:00+00:00,"RBI issues draft rules on penal charges on loans, says lenders can’t use them as revenue enhancement tools",CNBC TV18,-0.46045530401170254
2023-05-26 07:00:00+00:00,Bank of India increases FD interest rates by 100 bps; offers up to 7.5% interest,The Economic Times,0.9084253534674644
2023-01-31 08:00:00+00:00,IMF retains India’s GDP growth outlook for next fiscal at 6.1%,Mint,0.1618903987109661
2023-05-26 07:00:00+00:00,India Q4 GDP data expected next week; economy likely to grow at 5.5% in Q4,Mint,0.9201612640172243
2023-05-16 07:00:00+00:00,WPI Inflation rate,Vajiram & Ravi,-0.1073334626853466
2023-07-01 07:00:00+00:00,"Interest rate hike for post-office plans, five-year recurring deposits",The Times of India,0.2748512588441372
2023-05-23 07:00:00+00:00,Union Bank of India revises FD interest rates: Check latest rates,The Economic Times,-0.09085662849247456
2023-02-28 08:00:00+00:00,India's economy to expand at 7% in FY23; FY22 GDP growth rate revised to 9.1%,Mint,0.9209310784935951
2023-03-29 07:00:00+00:00,EPFO marginally raises PF interest rate to 8.15%,The Times of India,0.8361755199730396
2023-02-13 08:00:00+00:00,"Consumer Price Index: CPI inflation spikes to 6.52 % in January, after hitting 1-year low in December",Zee Business,0.11378362774848938
