Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2020-07-21,893.9623413085938,909.8699951171876,912.3851928710938,893.6944580078125,894.8482055664062,42173371,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,69.19213168023171
2020-07-22,908.67626953125,924.845703125,927.6146850585938,904.8627319335938,915.1541748046875,59771457,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,70.33098061387383
2020-07-23,933.07080078125,949.6743774414062,959.7811889648438,919.0076904296875,924.8225708007812,58333751,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,72.21910222765094
2020-07-24,973.1314697265624,990.4478759765624,998.22412109375,949.6743774414062,949.7666625976562,120597372,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.31977319865034
2020-07-27,977.6885375976562,995.0859375,1014.745849609375,982.0255126953125,1005.515869140625,80304827,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.67248743015915
2020-07-28,987.4371948242188,1005.0081787109376,1012.5306396484375,992.5245971679688,995.0859375,55114422,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,76.42702746317482
2020-07-29,950.6866455078124,967.6036376953124,1007.36181640625,955.5123291015625,1005.1005249023438,72663399,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.58255770184306
2020-07-30,956.218505859375,973.2339477539062,987.47119140625,956.2276611328125,968.6881713867188,72857444,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.01072026775348
2020-07-31,937.2877197265624,953.96630859375,982.5331420898438,947.3668823242188,975.8414306640625,74958061,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,72.54548914292279
2020-08-03,910.9434204101562,927.1531982421876,949.30517578125,924.4302978515625,946.6746215820312,46715383,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,70.50645668809258
2020-08-04,975.1492919921876,992.5015258789062,1000.0701293945312,923.1150512695312,932.506591796875,92041055,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.47595139258418
2020-08-05,964.1988525390624,981.3563232421876,1013.45361328125,977.5950927734375,1000.9931640625,74549993,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.62839415937016
2020-08-06,967.6676025390624,984.8867797851562,1000.3931884765625,972.7493286132812,995.4551391601562,49322975,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.89687326153734
2020-08-07,973.2675170898438,990.5863037109376,995.8243408203125,978.4719848632812,982.90234375,32984416,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.33030318032847
2020-08-10,961.2062377929688,978.3104248046876,999.1471557617188,972.8878173828125,996.42431640625,26958997,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.39676763103473
2020-08-11,967.5316772460938,984.7483520507812,996.8396606445312,969.3111572265625,985.2098388671875,46828306,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.88635272802583
2020-08-12,964.7203369140624,981.8870239257812,989.9171752929688,972.287841796875,978.8411254882812,30264617,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.66875672709462
2020-08-13,962.2037353515624,979.3257446289062,987.1019897460938,973.7646484375,982.0716552734375,24830322,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.47397332442434
2020-08-14,958.4630126953124,975.5183715820312,995.4551391601562,964.1885375976562,979.5564575195312,33224635,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.18444370706752
2020-08-17,948.2835693359376,965.15771484375,971.4571533203125,955.350830078125,971.4571533203125,30979066,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.39656109411281
2020-08-18,960.6168212890624,977.7105102539062,984.9791259765625,961.0042114257812,962.2271728515625,30547672,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.35114715859616
2020-08-19,966.5114135742188,983.7099609375,994.0706787109375,979.002685546875,988.0711669921875,34087543,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.80738495156491
2020-08-20,950.8680419921876,967.7882080078124,980.1795043945312,963.6116333007812,978.379638671875,22537845,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.5965976774139
2020-08-21,943.975830078125,960.7734375,979.3026733398438,958.53515625,977.4566650390625,25280895,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.06314474288894
2020-08-24,950.278564453125,967.1882934570312,971.2263793945312,955.535400390625,965.1807861328125,32717218,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.55097248089203
2020-08-25,944.0892944335938,960.8887939453124,974.3646240234375,958.9966430664062,971.9186401367188,19388008,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.07192681374565
2020-08-26,969.1185913085938,986.3635864257812,991.278564453125,944.690185546875,962.2271728515625,59870421,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.009178893854
2020-08-27,957.0120849609376,974.0415649414062,992.2246704101562,970.6495361328125,991.3016357421875,28085062,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.07214279883418
2020-08-28,959.5285034179688,976.6029052734376,984.3330078125,972.0340576171875,978.379638671875,27166900,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.26691202925454
2020-08-31,943.4544677734376,960.2427368164062,1003.3006591796875,950.8511962890625,1003.3006591796875,62076132,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.02279162333109
2020-09-01,946.4243774414062,963.2655639648438,979.4872436523438,951.7972412109375,969.149658203125,38616258,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.2526607926785
2020-09-02,964.992431640625,982.1639404296876,986.6866455078125,962.2271728515625,965.4576416015625,26949439,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.68981669045085
2020-09-03,957.6921997070312,974.7338256835938,987.0327758789062,970.5341796875,982.0716552734375,18586429,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,74.12478325905815
2020-09-04,941.8900146484376,958.6505126953124,967.7420654296875,956.3199462890625,961.5579833984375,28475945,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,72.90170392015771
2020-09-07,944.3385620117188,961.1426391601562,971.8032836914062,943.4210205078125,961.7656860351562,21926473,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.09121996994728
2020-09-08,955.4249877929688,972.4263305664062,978.8411254882812,960.150390625,965.4576416015625,27397082,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,73.9493024607561
2020-09-09,980.0235595703124,997.462646484375,1000.4393310546875,960.5888061523438,962.2271728515625,55310877,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,75.8532166850087
2020-09-10,1049.239990234375,1067.91064453125,1082.194091796875,1003.9236450195312,1007.5003051757812,140304404,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,81.21052555993614
2020-09-11,1051.84716796875,1070.564208984375,1078.9173583984375,1055.496337890625,1066.9876708984375,59470807,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,81.41231950222523
2020-09-14,1044.048095703125,1062.62646484375,1089.1396484375,1053.142578125,1072.9871826171875,44063445,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,80.80867613801277
2020-09-15,1051.439208984375,1070.14892578125,1073.333251953125,1055.9808349609375,1066.964599609375,27178393,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,81.3807437294408
2020-09-16,1054.0235595703125,1072.7794189453125,1093.45458984375,1066.3184814453125,1070.6795654296875,33952295,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,81.58077086457527
2020-09-17,1042.3251953125,1060.872802734375,1077.002197265625,1057.6883544921875,1070.6795654296875,25828669,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,80.67532471458978
2020-09-18,1045.4764404296875,1064.0802001953125,1070.42578125,1050.62744140625,1068.0260009765625,33074915,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,80.91922913542473
2020-09-21,1022.873046875,1041.074462890625,1078.0635986328125,1037.151611328125,1061.4495849609375,33627381,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,79.16974047020123
2020-09-22,1002.6045532226562,1020.4453735351562,1050.8350830078125,1016.0149536132812,1050.8350830078125,34792254,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,77.6009716116607
2020-09-23,1011.514404296875,1029.5137939453125,1050.7197265625,1017.74560546875,1042.9896240234375,42988708,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,78.29058856786958
2020-09-24,989.0242919921876,1006.6234741210938,1027.298583984375,1004.2467041015625,1018.9454956054688,29826318,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,76.54986780125292
2020-09-25,998.319580078125,1016.0841674804688,1021.2068481445312,1000.2086181640625,1010.22314453125,28374935,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,77.26931734350812
2020-09-28,1004.9169921875,1022.7990112304688,1032.836669921875,1018.55322265625,1027.7601318359375,19666849,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,77.77995295568886
2020-09-29,1017.9758911132812,1036.0902099609375,1044.8355712890625,1022.7990112304688,1026.837158203125,25842539,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,78.7907036465388
2020-09-30,1013.1241455078124,1031.1522216796875,1046.2200927734375,1026.837158203125,1042.9896240234375,24465159,"88,253","88,253","6,308","6,735","13,186","12,926","6,445",12.92,2020-06-30,78.41518154085236
2020-10-01,1008.9979248046876,1026.9525146484375,1044.7432861328125,1021.7606201171875,1044.7432861328125,20783227,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,67.99177390867168
2020-10-05,1003.0806274414062,1020.929931640625,1037.9822998046875,1018.0686645507812,1035.6055908203125,18922799,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,67.59303419416484
2020-10-06,1002.2417602539062,1020.076171875,1030.9444580078125,1016.0610961914062,1026.9525146484375,18412175,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,67.53650675565406
2020-10-07,1023.62109375,1041.8359375,1065.6031494140625,1024.5296630859375,1031.4521484375,53170865,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,68.97716265161725
2020-10-08,1015.345947265625,1033.4134521484375,1046.681640625,1025.498779296875,1042.528076171875,21077808,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,68.41953822544643
2020-10-09,1012.716064453125,1030.73681640625,1039.7591552734375,1023.1912841796875,1031.4521484375,18545499,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,68.24232240250169
2020-10-12,1014.3484497070312,1032.398193359375,1041.0281982421875,1027.4140625,1031.4521484375,14226473,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,68.3523214088296
2020-10-13,1034.1407470703125,1052.542724609375,1054.873291015625,1027.2293701171875,1029.4215087890625,23112012,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,69.68603416915853
2020-10-14,1037.2239990234375,1055.680908203125,1063.295654296875,1046.912353515625,1051.7120361328125,26742011,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,69.89380047327747
2020-10-15,1000.4960327148438,1018.2993774414062,1056.8345947265625,1012.9921264648438,1056.8345947265625,20036197,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,67.4188701290326
2020-10-16,986.5757446289062,1004.13134765625,1030.29833984375,1002.6776123046875,1022.22216796875,21583600,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,66.480845325398
2020-10-19,986.7570190429688,1004.31591796875,1028.544677734375,994.6013793945312,1010.7077026367188,31200385,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,66.4930605824103
2020-10-20,977.5525512695312,994.947509765625,1012.0691528320312,993.2630004882812,1005.608154296875,18482288,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,65.87281342786599
2020-10-21,963.3601684570312,980.5025634765624,1011.607666015625,968.1112670898438,1000.5316772460938,34082321,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,64.91645340006949
2020-10-22,955.35693359375,972.3570556640624,984.1483764648438,964.9961547851562,981.7947387695312,30802210,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,64.37715185941711
2020-10-23,958.1229858398438,975.1722412109376,985.3021240234375,967.48828125,971.9186401367188,23422125,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,64.5635435202051
2020-10-26,920.0572509765624,936.4293212890624,970.049560546875,931.5374145507812,970.049560546875,37324416,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,61.99846704693817
2020-10-27,922.5059814453124,938.9214477539062,950.6204223632812,925.3071899414062,939.1060180664062,36478896,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,62.16347583863291
2020-10-28,912.0543212890624,928.2838745117188,949.6282348632812,926.414794921875,942.2903442382812,29924017,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,61.45918607069154
2020-10-29,919.059814453125,935.4140014648438,942.3826904296875,918.84619140625,921.6151733398438,30655304,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,61.9312543432025
2020-10-30,931.5745239257812,948.1514282226562,953.0433349609375,933.0603637695312,938.4598999023438,34021563,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,62.77456360685858
2020-11-02,851.2945556640625,866.44287109375,935.4601440429688,857.9974365234375,935.4601440429688,99366895,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,57.36486224151365
2020-11-03,839.0291748046875,853.9592895507812,881.003173828125,846.8983764648438,872.2346801757812,88691623,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,56.53835409735091
2020-11-04,867.504638671875,882.9414672851562,890.2332153320312,847.7752075195312,847.7752075195312,80180117,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,58.4571858943312
2020-11-05,886.4581298828125,902.232177734375,904.9780883789062,891.61767578125,902.2091064453125,37205373,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,59.73437532903049
2020-11-06,920.0800170898438,936.452392578125,941.4596557617188,912.9158935546875,918.3847045898438,66674086,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,62.000001151606725
2020-11-09,929.8514404296876,946.397705078125,954.8431396484375,939.6136474609375,951.6588134765625,35838510,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,62.658452859143374
2020-11-10,945.2001342773438,962.0194702148438,964.53466796875,942.0134887695312,958.53515625,36934242,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,63.69273142030618
2020-11-11,905.5928344726562,921.7074584960938,966.8421630859375,912.892822265625,964.0731811523438,56724780,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,61.02377590786094
2020-11-12,897.7938842773438,913.7696533203124,926.8993530273438,906.84716796875,914.231201171875,40046527,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,60.498240180414
2020-11-13,905.2301635742188,921.3382568359376,939.9136352539062,914.5773315429688,914.6926879882812,45388670,"1,16,195","1,16,195","6,626","6,084","10,484","10,497","6,445",14.84,2020-09-30,60.99933716807404
